Horas_Estudio,Asistencia,Involucramiento_Padres,Acceso_a_Recursos,Actividades_Extracurriculares,Horas_Sueño,Puntajes_Anteriores,Nivel_Motivacion,Acceso_a_Internet,Sesiones_Tutorias,Ingreso_Familiar,Calidad_Maestro,Tipo_Escuela,Influencias_Compañeros,Actividad_Fisica,Discapacidad_de_Aprendizaje,Nivel_Educacion_Padres,Distancia_Hogar,Genero,Puntaje_Examen
28.0,76.0,Baja,Media,Si,8.0,66.0,Media,Si,5.0,Alta,Baja,Desconocido,Positivo,4.0,No,Universidad,Moderado,Masculino,70.0
11.0,83.0,Media,Baja,Si,6.0,55.0,Baja,Si,0.0,Baja,Media,Publica,Positivo,4.0,Desconocido,Posgrado,Cerca,Femenino,62.0
12.0,92.0,Alta,Desconocido,Si,7.0,89.0,Media,Si,1.0,Media,Alta,Privada,Neutral,2.0,No,Posgrado,Moderado,Masculino,68.0
7.0,88.0,Alta,Alta,Desconocido,6.0,71.0,Media,Si,0.0,Baja,Media,Publica,Positivo,3.0,No,Preparatoria,Moderado,Femenino,65.0
16.0,100.0,Alta,Alta,Si,7.0,82.0,Media,Si,2.0,Desconocido,Media,Publica,Positivo,2.0,No,Preparatoria,Cerca,Masculino,73.0
21.0,61.0,Alta,Media,Si,8.0,83.0,Alta,No,1.0,Baja,Desconocido,Privada,Neutral,3.0,No,Universidad,Cerca,Femenino,65.0
21.0,74.0,Media,Alta,Si,6.0,77.0,Alta,No,0.0,Media,Media,Publica,Neutral,3.0,No,Universidad,Cerca,Masculino,66.0
21.0,71.0,Baja,Media,Desconocido,8.0,59.0,Media,Si,3.0,Baja,Desconocido,Publica,Neutral,3.0,No,Universidad,Moderado,Masculino,64.0
12.0,70.0,Media,Alta,No,7.0,81.0,Alta,Si,0.0,Baja,Media,Publica,Positivo,3.0,No,Preparatoria,Cerca,Masculino,63.0
25.0,69.0,Media,Media,No,7.0,66.0,Media,No,0.0,Baja,Baja,Publica,Neutral,3.0,Si,Universidad,Cerca,Masculino,62.0
0,88.0,Alta,Media,Si,6.0,91.0,Baja,Si,0.0,Baja,Media,Privada,Neutral,4.0,No,Posgrado,Moderado,Femenino,70.0
24.0,63.0,Media,Media,No,8.0,60.0,Media,Si,3.0,Alta,Media,Publica,Desconocido,3.0,No,Preparatoria,Cerca,Masculino,65.0
9.0,90.0,Media,Media,Desconocido,8.0,65.0,Media,Si,0.0,Media,Media,Privada,Desconocido,5.0,No,Preparatoria,Lejos,Masculino,64.0
22.0,88.0,Media,Media,No,7.0,72.0,Baja,Si,0,Alta,Media,Publica,Negativa,2.0,No,Posgrado,Cerca,Masculino,70.0
13.0,70.0,Media,Media,No,7.0,87.0,Media,Si,1.0,Baja,Baja,Desconocido,Neutral,5.0,No,Preparatoria,Cerca,Masculino,62.0
18.0,70.0,Media,Media,No,8.0,86.0,Media,Si,5.0,Alta,Desconocido,Publica,Positivo,2.0,No,Preparatoria,Cerca,Femenino,67.0
23.0,85.0,Media,Baja,No,8.0,67.0,Baja,Si,1.0,Media,Media,Privada,Neutral,3.0,No,Posgrado,Lejos,Desconocido,66.0
21.0,0,Alta,Alta,Desconocido,7.0,76.0,Alta,Si,2.0,Alta,Alta,Publica,Positivo,3.0,No,Universidad,Desconocido,Femenino,74.0
15.0,95.0,Media,Alta,Si,9.0,62.0,Media,Si,2.0,Media,Media,Publica,Positivo,3.0,No,Preparatoria,Lejos,Masculino,69.0
20.0,94.0,Media,Alta,Si,8.0,89.0,Baja,Desconocido,0.0,Media,Media,Publica,Positivo,4.0,Si,Preparatoria,Moderado,Femenino,0.0
11.0,99.0,Media,Media,No,10.0,60.0,Media,Si,1.0,Alta,Desconocido,Desconocido,Positivo,1.0,No,Universidad,Cerca,Femenino,68.0
27.0,83.0,Media,Baja,No,5.0,91.0,Media,Si,3.0,Baja,Desconocido,Publica,Neutral,2.0,No,Posgrado,Cerca,Masculino,70.0
19.0,96.0,Media,Media,Si,8.0,97.0,Media,Si,3.0,Media,Media,Desconocido,Negativa,2.0,No,Preparatoria,Cerca,Masculino,71.0
27.0,92.0,Media,Baja,Si,9.0,100.0,Alta,Si,2.0,Media,Alta,Publica,Positivo,0.0,No,Posgrado,Moderado,Femenino,73.0
17.0,96.0,Media,Media,No,9.0,93.0,Baja,Si,3.0,Media,Media,Privada,Neutral,2.0,No,Preparatoria,Lejos,Desconocido,69.0
0,60.0,Baja,Baja,Si,7.0,61.0,Media,Si,1.0,Baja,Media,Desconocido,Positivo,4.0,No,Posgrado,Cerca,Femenino,61.0
15.0,99.0,Media,Media,Si,5.0,71.0,Media,Si,0.0,Media,Media,Publica,Neutral,2.0,No,Universidad,Moderado,Masculino,68.0
25.0,79.0,Media,Baja,Si,9.0,54.0,Media,Si,1.0,Baja,Media,Privada,Positivo,2.0,No,Posgrado,Lejos,Masculino,66.0
16.0,92.0,Alta,Baja,Si,6.0,58.0,Baja,Desconocido,0.0,Alta,Media,Privada,Positivo,4.0,No,Preparatoria,Cerca,Femenino,67.0
24.0,65.0,Baja,Alta,Si,7.0,52.0,Media,Si,1.0,Alta,Media,Publica,Neutral,1.0,No,Posgrado,Moderado,Femenino,64.0
18.0,0,Baja,Alta,Si,10.0,82.0,Alta,Si,1.0,Media,Media,Privada,Negativa,4.0,No,Universidad,Cerca,Masculino,67.0
8.0,71.0,Alta,Media,Si,0.0,77.0,Media,No,0.0,Alta,Media,Publica,Neutral,4.0,No,Preparatoria,Moderado,Femenino,61.0
17.0,72.0,Baja,Media,No,8.0,96.0,Alta,Si,2.0,Baja,Alta,Publica,Desconocido,3.0,No,Preparatoria,Cerca,Masculino,65.0
13.0,65.0,Baja,Alta,Si,6.0,73.0,Media,Desconocido,0.0,Baja,Media,Privada,Positivo,3.0,No,Posgrado,Cerca,Femenino,62.0
20.0,92.0,Baja,Alta,No,6.0,82.0,Media,Si,0.0,Media,Media,Publica,Neutral,5.0,Desconocido,Preparatoria,Cerca,Femenino,69.0
13.0,60.0,Alta,Alta,No,7.0,70.0,Media,Desconocido,1.0,Media,Media,Publica,Negativa,3.0,No,Universidad,Lejos,Desconocido,61.0
26.0,73.0,Alta,Media,No,8.0,91.0,Media,Si,4.0,Baja,Baja,Publica,Neutral,5.0,No,Preparatoria,Moderado,Masculino,69.0
19.0,67.0,Media,Baja,No,8.0,96.0,Alta,No,1.0,Alta,Baja,Publica,Positivo,3.0,No,Universidad,Cerca,Masculino,0.0
0,84.0,Media,Desconocido,No,9.0,72.0,Alta,Si,1.0,Baja,Media,Publica,Positivo,3.0,No,Preparatoria,Lejos,Femenino,65.0
24.0,70.0,Media,Alta,No,6.0,54.0,Baja,Si,1.0,Alta,Media,Publica,Neutral,1.0,No,Preparatoria,Moderado,Femenino,64.0
26.0,70.0,Alta,Alta,Si,5.0,58.0,Media,Si,1.0,Baja,Baja,Privada,Positivo,3.0,No,Posgrado,Moderado,Masculino,0.0
20.0,80.0,Desconocido,Media,Si,6.0,86.0,Alta,Si,1.0,Baja,Desconocido,Privada,Desconocido,3.0,No,Preparatoria,Cerca,Femenino,67.0
15.0,0,Alta,Media,Si,8.0,66.0,Baja,Si,0.0,Media,Alta,Privada,Positivo,5.0,No,Universidad,Cerca,Masculino,68.0
9.0,65.0,Baja,Media,Si,7.0,89.0,Media,Si,2.0,Baja,Media,Publica,Positivo,4.0,No,Preparatoria,Moderado,Masculino,61.0
16.0,67.0,Media,Desconocido,Si,4.0,87.0,Alta,Si,5.0,Alta,Alta,Publica,Positivo,4.0,No,Universidad,Cerca,Masculino,69.0
16.0,70.0,Baja,Alta,Si,4.0,85.0,Alta,Si,0.0,Desconocido,Media,Privada,Neutral,3.0,No,Preparatoria,Cerca,Masculino,64.0
21.0,99.0,Alta,Media,Si,7.0,91.0,Media,No,3.0,Media,Media,Publica,Positivo,4.0,No,Universidad,Cerca,Masculino,74.0
18.0,76.0,Media,Media,No,8.0,88.0,Baja,Si,1.0,Media,Media,Publica,Neutral,4.0,No,Universidad,Cerca,Femenino,66.0
24.0,84.0,Media,Desconocido,No,6.0,82.0,Media,Si,1.0,Media,Media,Publica,Negativa,2.0,No,Preparatoria,Cerca,Masculino,68.0
16.0,70.0,Media,Alta,Si,8.0,50.0,Alta,Si,3.0,Alta,Media,Privada,Neutral,3.0,No,Posgrado,Lejos,Masculino,65.0
20.0,80.0,Media,Alta,Si,5.0,76.0,Media,No,0.0,Baja,Media,Desconocido,Negativa,3.0,No,Universidad,Cerca,Femenino,66.0
27.0,63.0,Alta,Baja,No,7.0,80.0,Media,No,2.0,Media,Alta,Publica,Positivo,2.0,No,Preparatoria,Cerca,Femenino,66.0
22.0,61.0,Media,Baja,No,7.0,98.0,Alta,Si,3.0,Alta,Baja,Privada,Neutral,2.0,No,Universidad,Cerca,Femenino,65.0
20.0,79.0,Media,Media,No,8.0,83.0,Media,Si,3.0,Baja,Media,Privada,Neutral,4.0,Desconocido,Universidad,Moderado,Masculino,67.0
16.0,76.0,Baja,Media,Si,5.0,79.0,Media,Si,0.0,Baja,Alta,Publica,Positivo,4.0,No,Posgrado,Moderado,Femenino,65.0
16.0,65.0,Media,Media,No,5.0,77.0,Media,Si,1.0,Alta,Desconocido,Publica,Positivo,3.0,No,Preparatoria,Moderado,Masculino,63.0
15.0,88.0,Alta,Media,No,8.0,55.0,Media,Si,1.0,Alta,Alta,Privada,Neutral,2.0,No,Preparatoria,Cerca,Masculino,67.0
17.0,100.0,Media,Alta,Si,5.0,71.0,Baja,Si,2.0,Baja,Desconocido,Publica,Neutral,4.0,No,Preparatoria,Cerca,Masculino,70.0
25.0,76.0,Alta,Alta,Si,6.0,57.0,Baja,No,0.0,Media,Media,Publica,Positivo,3.0,No,Posgrado,Moderado,Masculino,68.0
19.0,85.0,Desconocido,Media,Desconocido,9.0,53.0,Alta,Si,1.0,Media,Media,Publica,Neutral,3.0,No,Universidad,Lejos,Masculino,66.0
12.0,99.0,Media,Media,Si,7.0,66.0,Baja,Si,3.0,Media,Baja,Privada,Negativa,1.0,Desconocido,Posgrado,Moderado,Femenino,67.0
31.0,93.0,Media,Baja,No,8.0,82.0,Baja,Si,2.0,Alta,Alta,Privada,Neutral,1.0,No,Preparatoria,Cerca,Masculino,72.0
22.0,79.0,Alta,Alta,Si,8.0,93.0,Media,Si,0.0,Media,Media,Privada,Negativa,0,Si,Preparatoria,Cerca,Femenino,68.0
12.0,89.0,Media,Alta,Desconocido,8.0,91.0,Media,No,1.0,Baja,Alta,Publica,Neutral,0,No,Preparatoria,Cerca,Masculino,66.0
17.0,65.0,Media,Media,No,7.0,65.0,Media,Si,0.0,Alta,Media,Privada,Neutral,4.0,No,Desconocido,Moderado,Masculino,62.0
21.0,80.0,Alta,Baja,Si,6.0,52.0,Media,Si,1.0,Baja,Media,Publica,Negativa,4.0,No,Preparatoria,Cerca,Masculino,65.0
30.0,71.0,Alta,Baja,No,10.0,70.0,Baja,Si,3.0,Media,Media,Publica,Neutral,4.0,Si,Preparatoria,Cerca,Femenino,0.0
13.0,66.0,Media,Media,Si,7.0,66.0,Desconocido,Si,3.0,Media,Media,Publica,Negativa,2.0,No,Universidad,Desconocido,Desconocido,62.0
26.0,77.0,Media,Baja,Si,7.0,69.0,Baja,Si,1.0,Alta,Media,Publica,Neutral,3.0,Si,Preparatoria,Desconocido,Femenino,66.0
28.0,65.0,Media,Media,No,8.0,78.0,Alta,No,1.0,Alta,Media,Privada,Positivo,3.0,No,Universidad,Cerca,Femenino,67.0
16.0,88.0,Media,Media,Desconocido,6.0,52.0,Media,Si,2.0,Alta,Alta,Publica,Positivo,3.0,No,Preparatoria,Cerca,Femenino,68.0
18.0,78.0,Media,Media,Si,6.0,69.0,Media,Si,1.0,Media,Media,Publica,Negativa,4.0,No,Posgrado,Moderado,Femenino,66.0
14.0,81.0,Desconocido,Alta,No,9.0,78.0,Media,Desconocido,0,Media,Media,Privada,Positivo,4.0,No,Universidad,Cerca,Femenino,68.0
19.0,66.0,Baja,Media,No,6.0,72.0,Media,Si,2.0,Baja,Media,Publica,Negativa,5.0,No,Preparatoria,Cerca,Masculino,0.0
20.0,66.0,Desconocido,Alta,No,8.0,83.0,Media,Si,1.0,Baja,Desconocido,Desconocido,Neutral,2.0,Si,Universidad,Cerca,Masculino,64.0
24.0,83.0,Alta,Baja,No,8.0,59.0,Media,Si,1.0,Baja,Media,Publica,Positivo,3.0,No,Preparatoria,Cerca,Masculino,68.0
27.0,99.0,Baja,Baja,Si,7.0,58.0,Baja,Si,2.0,Media,Media,Privada,Positivo,2.0,No,Posgrado,Moderado,Masculino,71.0
16.0,64.0,Media,Media,No,7.0,65.0,Media,Si,2.0,Media,Alta,Publica,Neutral,4.0,No,Preparatoria,Cerca,Masculino,63.0
0,71.0,Alta,Media,No,8.0,55.0,Alta,Si,1.0,Baja,Alta,Publica,Positivo,2.0,No,Desconocido,Moderado,Masculino,62.0
20.0,95.0,Alta,Baja,Si,7.0,62.0,Baja,Si,1.0,Baja,Baja,Privada,Positivo,3.0,No,Universidad,Cerca,Masculino,69.0
22.0,63.0,Media,Media,Si,4.0,54.0,Media,Si,0.0,Media,Media,Privada,Positivo,0,No,Preparatoria,Moderado,Masculino,62.0
21.0,95.0,Baja,Media,Desconocido,9.0,70.0,Desconocido,Si,3.0,Alta,Media,Publica,Positivo,3.0,No,Preparatoria,Cerca,Femenino,71.0
18.0,0,Baja,Alta,Si,0.0,86.0,Media,Si,3.0,Baja,Media,Publica,Positivo,4.0,No,Universidad,Cerca,Masculino,69.0
21.0,76.0,Media,Media,Si,7.0,64.0,Baja,Si,1.0,Media,Alta,Privada,Positivo,0,No,Preparatoria,Moderado,Masculino,66.0
29.0,72.0,Baja,Media,No,5.0,50.0,Baja,Si,0.0,Baja,Media,Publica,Neutral,4.0,No,Preparatoria,Cerca,Femenino,64.0
22.0,72.0,Baja,Alta,No,6.0,78.0,Baja,No,1.0,Baja,Alta,Publica,Neutral,3.0,No,Posgrado,Cerca,Masculino,65.0
18.0,72.0,Alta,Desconocido,No,6.0,85.0,Alta,Si,1.0,Alta,Alta,Privada,Positivo,1.0,No,Preparatoria,Moderado,Masculino,68.0
17.0,95.0,Alta,Media,No,7.0,70.0,Alta,Si,1.0,Baja,Media,Publica,Neutral,3.0,No,Preparatoria,Cerca,Masculino,69.0
19.0,89.0,Alta,Media,Si,6.0,65.0,Baja,Si,2.0,Baja,Media,Publica,Neutral,3.0,Si,Posgrado,Desconocido,Masculino,68.0
30.0,87.0,Baja,Media,Si,10.0,75.0,Baja,Si,0,Baja,Baja,Desconocido,Desconocido,4.0,No,Universidad,Cerca,Masculino,71.0
19.0,92.0,Baja,Media,No,7.0,55.0,Media,Si,1.0,Media,Media,Publica,Desconocido,5.0,No,Preparatoria,Lejos,Masculino,66.0
20.0,70.0,Alta,Desconocido,No,8.0,82.0,Media,Si,2.0,Baja,Desconocido,Privada,Positivo,3.0,No,Preparatoria,Moderado,Masculino,65.0
17.0,85.0,Alta,Media,Si,7.0,87.0,Media,Si,1.0,Baja,Media,Privada,Neutral,1.0,No,Desconocido,Cerca,Femenino,68.0
27.0,invalid,Alta,Alta,No,8.0,85.0,Media,Si,0,Alta,Media,Publica,Positivo,3.0,No,Desconocido,Cerca,Masculino,72.0
32.0,91.0,Alta,Media,Si,4.0,66.0,Media,Si,0,Baja,Alta,Publica,Neutral,2.0,No,Posgrado,Cerca,Femenino,75.0
23.0,72.0,Alta,Baja,Si,6.0,92.0,Desconocido,Si,2.0,Alta,Desconocido,Publica,Negativa,3.0,No,Universidad,Cerca,Masculino,0.0
20.0,86.0,Media,Media,No,6.0,97.0,Baja,Si,1.0,Baja,Media,Privada,Neutral,2.0,No,Preparatoria,Moderado,Masculino,67.0
20.0,95.0,Media,Media,No,6.0,65.0,Alta,Si,2.0,Baja,Media,Publica,Neutral,3.0,No,Universidad,Cerca,Femenino,70.0
6.0,76.0,Media,Media,Si,0.0,63.0,Media,Si,5.0,Media,Media,Publica,Neutral,3.0,No,Universidad,Cerca,Masculino,64.0
24.0,63.0,Media,Media,Si,8.0,85.0,Alta,Si,1.0,Baja,Media,Privada,Positivo,3.0,No,Preparatoria,Lejos,Femenino,65.0
21.0,81.0,Media,Desconocido,Si,7.0,85.0,Media,Si,1.0,Baja,Alta,Publica,Negativa,3.0,No,Posgrado,Moderado,Masculino,68.0
23.0,74.0,Alta,Alta,No,7.0,76.0,Media,Si,1.0,Media,Baja,Publica,Neutral,2.0,No,Universidad,Moderado,Femenino,67.0
16.0,87.0,Baja,Media,Si,10.0,96.0,Media,No,1.0,Baja,Alta,Publica,Positivo,1.0,No,Universidad,Desconocido,Masculino,66.0
18.0,98.0,Alta,Media,No,7.0,57.0,Baja,Si,0.0,Alta,Media,Privada,Neutral,1.0,No,Posgrado,Moderado,Masculino,69.0
18.0,79.0,Baja,Desconocido,No,4.0,74.0,Baja,Si,2.0,Baja,Media,Publica,Negativa,1.0,No,Preparatoria,Cerca,Femenino,64.0
26.0,79.0,Media,Desconocido,Si,8.0,52.0,Alta,Si,1.0,Media,Media,Publica,Negativa,3.0,Si,Posgrado,Cerca,Femenino,68.0
18.0,86.0,Alta,Media,No,8.0,53.0,Baja,Si,5.0,Desconocido,Alta,Privada,Negativa,3.0,No,Preparatoria,Cerca,Masculino,68.0
32.0,64.0,Baja,Alta,Si,9.0,53.0,Baja,No,1.0,Baja,Media,Privada,Positivo,3.0,No,Desconocido,Cerca,Femenino,65.0
23.0,70.0,Media,Desconocido,Si,8.0,0,Media,Desconocido,0.0,Alta,Media,Publica,Positivo,2.0,No,Preparatoria,Moderado,Masculino,65.0
12.0,97.0,Baja,Media,Si,6.0,79.0,Media,No,1.0,Media,Media,Publica,Negativa,2.0,No,Preparatoria,Cerca,Masculino,65.0
19.0,87.0,Alta,Media,No,8.0,50.0,Desconocido,Si,0.0,Alta,Alta,Publica,Neutral,2.0,No,Preparatoria,Cerca,Femenino,67.0
16.0,61.0,Alta,Media,Si,7.0,82.0,Media,Si,2.0,Baja,Media,Publica,Negativa,3.0,No,Preparatoria,Cerca,Femenino,63.0
7.0,68.0,Alta,Media,No,9.0,74.0,Media,Si,1.0,Baja,Alta,Publica,Positivo,3.0,No,Preparatoria,Cerca,Femenino,62.0
30.0,87.0,Alta,Media,Si,0.0,61.0,Alta,Si,2.0,Media,Alta,Privada,Neutral,4.0,No,Preparatoria,Moderado,Masculino,73.0
24.0,91.0,Alta,Alta,Si,7.0,51.0,Alta,Si,2.0,Media,Media,Publica,Neutral,3.0,No,Desconocido,Moderado,Masculino,72.0
23.0,94.0,Baja,Media,No,8.0,58.0,Alta,Si,5.0,Baja,Baja,Publica,Neutral,6.0,No,Desconocido,Cerca,Femenino,71.0
21.0,72.0,Media,Media,No,9.0,80.0,Desconocido,Si,3.0,Baja,Media,Desconocido,Neutral,4.0,No,Preparatoria,Cerca,Masculino,67.0
12.0,97.0,Media,Baja,Desconocido,7.0,83.0,Media,Si,0.0,Baja,Media,Publica,Neutral,0,No,Universidad,Moderado,Masculino,66.0
17.0,82.0,Media,Alta,Desconocido,10.0,82.0,Alta,Si,1.0,Media,Media,Privada,Positivo,2.0,No,Preparatoria,Moderado,Masculino,68.0
25.0,88.0,Alta,Alta,Si,9.0,58.0,Baja,Si,0.0,Baja,Media,Publica,Negativa,4.0,No,Posgrado,Cerca,Masculino,70.0
14.0,0,Media,Media,Si,6.0,96.0,Media,No,2.0,Baja,Media,Privada,Neutral,2.0,No,Posgrado,Lejos,Masculino,66.0
5.0,65.0,Baja,Alta,No,7.0,71.0,Media,Si,0.0,Baja,Media,Privada,Negativa,2.0,No,Universidad,Lejos,Masculino,56.0
19.0,99.0,Media,Alta,Si,8.0,88.0,Alta,No,1.0,Baja,Alta,Publica,Positivo,3.0,No,Preparatoria,Lejos,Femenino,71.0
19.0,65.0,Baja,Alta,No,10.0,58.0,Media,Si,2.0,Media,Alta,Privada,Positivo,3.0,No,Posgrado,Moderado,Femenino,64.0
21.0,70.0,Media,Media,No,8.0,74.0,Baja,Si,2.0,Media,Media,Publica,Positivo,3.0,No,Posgrado,Lejos,Masculino,65.0
24.0,93.0,Media,Media,Si,7.0,76.0,Alta,Si,2.0,Baja,Desconocido,Publica,Neutral,1.0,Si,Desconocido,Cerca,Desconocido,70.0
24.0,85.0,Alta,Baja,Si,9.0,0,Media,Si,1.0,Baja,Media,Publica,Positivo,2.0,Desconocido,Posgrado,Moderado,Masculino,70.0
22.0,94.0,Baja,Alta,Si,7.0,81.0,Media,Si,2.0,Media,Alta,Publica,Neutral,4.0,No,Preparatoria,Lejos,Masculino,71.0
27.0,0,Alta,Alta,Si,6.0,0,Desconocido,Si,0.0,Baja,Media,Publica,Positivo,5.0,No,Preparatoria,Lejos,Femenino,70.0
11.0,75.0,Baja,Alta,No,8.0,64.0,Media,Si,3.0,Baja,Media,Publica,Desconocido,3.0,Si,Universidad,Moderado,Femenino,62.0
23.0,97.0,Media,Media,Desconocido,6.0,99.0,Baja,Si,1.0,Baja,Media,Privada,Positivo,3.0,No,Preparatoria,Desconocido,Femenino,72.0
24.0,61.0,Media,Media,No,10.0,64.0,invalid,Desconocido,0.0,Desconocido,Media,Privada,Positivo,3.0,No,Desconocido,Desconocido,Femenino,62.0
13.0,94.0,Baja,Media,Si,7.0,56.0,Alta,Si,2.0,Baja,Alta,Publica,Desconocido,4.0,No,Universidad,Cerca,Masculino,0.0
11.0,69.0,Baja,Media,Si,8.0,65.0,Baja,Si,0.0,Baja,Media,Publica,Negativa,2.0,No,Desconocido,Moderado,Masculino,58.0
16.0,94.0,Baja,Media,Desconocido,6.0,66.0,Desconocido,Si,3.0,Media,Alta,Publica,Negativa,4.0,No,Universidad,Cerca,Femenino,69.0
16.0,66.0,Media,Baja,No,9.0,56.0,Media,Si,0.0,Baja,Alta,Privada,Positivo,4.0,Si,Universidad,Cerca,Femenino,60.0
25.0,83.0,Alta,Alta,Si,7.0,85.0,Alta,Si,2.0,Baja,Media,Desconocido,Negativa,4.0,No,Universidad,Cerca,Masculino,72.0
16.0,96.0,Media,Media,No,7.0,81.0,Media,Si,0.0,Baja,Baja,Publica,Negativa,3.0,No,Preparatoria,Moderado,Masculino,66.0
15.0,79.0,Media,Alta,Si,7.0,66.0,Media,Si,2.0,Baja,Media,Publica,Positivo,3.0,No,Universidad,Lejos,Femenino,66.0
16.0,90.0,Media,Alta,Si,5.0,100.0,Baja,Si,1.0,Alta,Media,Privada,Negativa,4.0,No,Preparatoria,Moderado,Desconocido,69.0
27.0,92.0,Baja,Media,Si,7.0,83.0,Baja,Si,2.0,Desconocido,Media,Publica,Positivo,4.0,Si,Desconocido,Moderado,Femenino,70.0
20.0,89.0,Baja,Media,Si,8.0,85.0,Media,Si,0,Media,Alta,Publica,Positivo,1.0,No,Posgrado,Cerca,Femenino,70.0
19.0,97.0,Alta,Alta,No,5.0,78.0,Baja,Si,0.0,Media,Baja,Privada,Negativa,3.0,No,Universidad,Moderado,Masculino,70.0
19.0,78.0,Baja,Alta,Si,9.0,0,Media,Si,2.0,Baja,Alta,Publica,Negativa,2.0,Desconocido,Universidad,Cerca,Femenino,67.0
28.0,67.0,Alta,Media,Si,7.0,51.0,Media,Si,0,Media,Media,Publica,Neutral,3.0,No,Preparatoria,Cerca,Femenino,0.0
16.0,62.0,Desconocido,Baja,No,7.0,89.0,Alta,Si,0.0,Media,Media,Publica,Neutral,3.0,No,Desconocido,Lejos,Femenino,59.0
28.0,70.0,Media,Media,Desconocido,4.0,96.0,Baja,Si,1.0,Media,Media,Privada,Positivo,2.0,No,Desconocido,Moderado,Masculino,67.0
21.0,66.0,Alta,Media,Si,7.0,56.0,Media,Desconocido,1.0,Baja,Media,Privada,Neutral,4.0,No,Posgrado,Moderado,Masculino,65.0
19.0,82.0,Media,Media,No,5.0,0,Media,Si,1.0,Alta,Desconocido,Publica,Negativa,3.0,No,Universidad,Cerca,Masculino,68.0
35.0,67.0,Alta,Alta,Si,6.0,77.0,Baja,Si,1.0,Baja,Media,Publica,Positivo,3.0,No,Universidad,Cerca,Desconocido,71.0
14.0,62.0,Media,Media,No,5.0,64.0,Media,Si,2.0,Baja,Media,Publica,Neutral,3.0,No,Desconocido,Cerca,Masculino,61.0
18.0,61.0,Media,Media,Si,0.0,96.0,Media,Desconocido,0.0,Media,Media,Publica,Negativa,3.0,No,Desconocido,Cerca,Masculino,0.0
13.0,0,Media,Alta,Si,7.0,51.0,Baja,Si,1.0,Baja,Alta,Privada,Neutral,3.0,No,Preparatoria,Cerca,Femenino,67.0
26.0,84.0,Alta,Media,No,7.0,64.0,Media,Desconocido,1.0,Media,Alta,Publica,Neutral,4.0,No,Universidad,Cerca,Masculino,69.0
30.0,74.0,Media,Alta,No,8.0,94.0,Baja,Si,0.0,Media,Media,Publica,Positivo,3.0,No,Preparatoria,Cerca,Masculino,70.0
30.0,96.0,Media,Baja,Si,4.0,0,Alta,No,0.0,Baja,Baja,Publica,Negativa,3.0,No,Preparatoria,Moderado,Masculino,69.0
27.0,63.0,Alta,Media,Si,7.0,80.0,Desconocido,Si,1.0,Baja,Alta,Publica,Desconocido,4.0,No,Preparatoria,Lejos,Femenino,66.0
19.0,99.0,Media,Baja,Si,0.0,87.0,Baja,Si,1.0,Media,Media,Publica,Positivo,4.0,No,Preparatoria,Desconocido,Desconocido,70.0
18.0,85.0,Media,Media,Si,6.0,57.0,Baja,Si,2.0,Media,Alta,Publica,Neutral,2.0,No,Posgrado,Moderado,Masculino,67.0
10.0,67.0,Alta,Alta,No,6.0,61.0,Media,Si,0.0,Baja,Alta,Privada,Neutral,2.0,No,Preparatoria,Cerca,Femenino,61.0
32.0,87.0,Media,Alta,Si,9.0,100.0,Media,Si,2.0,Media,Baja,Privada,Neutral,2.0,No,Posgrado,Moderado,Masculino,74.0
0,91.0,Media,Alta,Si,0.0,62.0,Baja,Si,1.0,Media,Alta,Privada,Negativa,3.0,Desconocido,Universidad,Cerca,Masculino,70.0
17.0,0,Alta,Media,Si,4.0,77.0,Baja,Si,0.0,Media,Media,Privada,Positivo,4.0,No,Preparatoria,Desconocido,Femenino,0.0
28.0,94.0,Media,Alta,Si,6.0,65.0,Desconocido,Si,1.0,Baja,Alta,Publica,Positivo,1.0,No,Preparatoria,Cerca,Femenino,73.0
14.0,66.0,Media,Media,Si,5.0,93.0,Media,Si,0,Media,Media,Privada,Negativa,2.0,No,Preparatoria,Cerca,Masculino,62.0
0,71.0,Desconocido,Baja,Si,7.0,0,Baja,Si,2.0,Baja,Alta,Publica,Neutral,2.0,No,Preparatoria,Moderado,Femenino,65.0
19.0,64.0,Alta,Media,Desconocido,9.0,57.0,Baja,Si,0.0,Media,Alta,Privada,Neutral,3.0,No,Preparatoria,Cerca,Femenino,62.0
24.0,68.0,Baja,Media,Si,8.0,80.0,Media,No,1.0,Baja,Baja,Publica,Positivo,4.0,No,Posgrado,Moderado,Masculino,64.0
20.0,70.0,Media,Media,Si,7.0,91.0,Media,Si,1.0,Baja,Media,Publica,Negativa,2.0,No,Preparatoria,Lejos,Masculino,63.0
11.0,97.0,Media,Media,No,7.0,91.0,Media,Desconocido,1.0,Media,Media,Publica,Positivo,4.0,No,Preparatoria,Cerca,Masculino,69.0
20.0,63.0,Media,Media,No,7.0,72.0,Baja,Si,3.0,Baja,Alta,Publica,Negativa,5.0,Si,Posgrado,Cerca,Masculino,63.0
26.0,77.0,Media,Desconocido,Si,8.0,61.0,Media,Si,1.0,Desconocido,Media,Desconocido,Neutral,4.0,Desconocido,Universidad,Moderado,Masculino,67.0
20.0,81.0,Media,Baja,No,8.0,69.0,Media,Si,1.0,Media,Media,Privada,Neutral,2.0,No,Preparatoria,Desconocido,Femenino,65.0
